user_id,application_at,loan_outcome,application_year,application_month,application_day,is_weekend,age,cash_incoming_30days,avg_accuracy,max_accuracy,avg_upload_delay,max_upload_delay,longitude,latitude
391,2017-05-09 04:26:58.000000,0,2017,5,9,0,18,4685.29,585.9403773584905,2700.0,11.924528301886792,114.0,36.691325,-1.198206
392,2018-06-30 06:00:15.000000,0,2018,6,30,1,27,15340.59,1105.0037037037036,3875.0,624.6666666666666,3679.0,39.606266,-4.009762
393,2017-09-25 12:16:43.000000,0,2017,9,25,0,33,3268.91,27.22,56.1,498.0,1948.0,36.888972,-1.25983
394,2016-11-19 11:55:36.041870,0,2016,11,19,1,29,922.23,1464.825,4000.0,2033.4375,19614.0,35.133216,-0.446327
395,2017-04-13 16:25:42.000000,0,2017,4,13,0,24,10325.06,267.1818181818182,2177.0,45907.181818181816,291251.0,39.676828,-4.049932
396,2016-10-10 12:20:18.367328,0,2016,10,10,0,29,1947.86,658.1790322580645,4300.0,86.2258064516129,528.0,35.274371,0.515861
397,2018-02-12 08:29:42.000000,0,2018,2,12,0,28,6099.13,1110.642857142857,1400.0,280.57142857142856,1566.0,36.893901,-1.33396
398,2016-08-30 11:01:41.879989,0,2016,8,30,0,24,7136.95,9.066666666666666,14.0,2.7777777777777777,11.0,37.648852,-0.231588
399,2016-09-11 08:14:06.034076,0,2016,9,11,1,62,18043.21,65.03,1200.0,30.65625,452.0,36.875467,-1.274002
400,2017-08-09 13:07:43.000000,0,2017,8,9,0,18,6277.52,3975.348148148148,5000.0,21.74074074074074,728.0,37.335989,-1.292213
